"proposed_use","status_date","permit_number","proposed_occupancy","data_loaded_at","description","primary_address_flag","revised_cost","street_name","supervisor_district","street_suffix","lot","filed_date","issued_date","plansets","block","application_submission_method","point_source","data_as_of","neighborhoods_analysis_boundaries","existing_occupancy","permit_type_definition","last_permit_activity_date","permit_type","permit_creation_date","zipcode","record_id","adu","estimated_cost","street_number","existing_use","location","status"
"artist live/work","2023-08-22T08:46:12.000","202308224914","R-2,S-3","2023-09-02T04:14:29.000","revision to 201607152439  to reduce scope of work. delete work at lot# and unit#:248/301, 249/302, 250/303, 251/304, 253/306, 255/308, 262/503, 263/504","","1","Brannan","6","St","263","2023-08-22T08:46:12.000","","2","3785","in-house","parcel_centroid","2023-09-01T23:55:00.000","Mission Bay","R-2,S-3","otc alterations permit","2023-08-22T10:08:59.000","8","2023-08-22T08:46:12.000","94107","1676502506984","N","1","683","artist live/work","{""coordinates"":[-122.400425173,37.774840995],""type"":""Point""}","filed"
"artist live/work","2023-08-22T08:46:11.000","202308224913","R-1,B,S-3","2023-09-02T04:14:29.000","revision to 201707283265 to reduce scope of work. delete work at lot# and unit#: 202/302, 203/303,210/310, 214/314, 214/314, 219/503, 221/505, 225/509, 228/512, 229/513. no work at these units","","0","Brannan","6","St","214","2023-08-22T08:46:11.000","","2","3785","in-house","parcel_centroid","2023-09-01T23:55:00.000","Mission Bay","R-1,B,S-3","otc alterations permit","2023-08-22T08:18:26.000","8","2023-08-22T08:46:11.000","94107","1676482496847","N","1","673","artist live/work","{""coordinates"":[-122.400121821,37.775083233],""type"":""Point""}","filed"
"artist live/work","2023-08-22T08:46:11.000","202308224913","R-1,B,S-3","2023-09-02T04:14:29.000","revision to 201707283265 to reduce scope of work. delete work at lot# and unit#: 202/302, 203/303,210/310, 214/314, 214/314, 219/503, 221/505, 225/509, 228/512, 229/513. no work at these units","","0","Brannan","6","St","229","2023-08-22T08:46:11.000","","2","3785","in-house","parcel_centroid","2023-09-01T23:55:00.000","Mission Bay","R-1,B,S-3","otc alterations permit","2023-08-22T08:18:26.000","8","2023-08-22T08:46:11.000","94107","1676492496863","N","1","673","artist live/work","{""coordinates"":[-122.400121821,37.775083233],""type"":""Point""}","filed"
"artist live/work","2023-08-22T08:46:11.000","202308224913","R-1,B,S-3","2023-09-02T04:14:29.000","revision to 201707283265 to reduce scope of work. delete work at lot# and unit#: 202/302, 203/303,210/310, 214/314, 214/314, 219/503, 221/505, 225/509, 228/512, 229/513. no work at these units","","0","Brannan","6","St","219","2023-08-22T08:46:11.000","","2","3785","in-house","parcel_centroid","2023-09-01T23:55:00.000","Mission Bay","R-1,B,S-3","otc alterations permit","2023-08-22T08:18:26.000","8","2023-08-22T08:46:11.000","94107","1676487496852","N","1","673","artist live/work","{""coordinates"":[-122.400121821,37.775083233],""type"":""Point""}","filed"
"artist live/work","2023-08-22T08:46:11.000","202308224913","R-1,B,S-3","2023-09-02T04:14:29.000","revision to 201707283265 to reduce scope of work. delete work at lot# and unit#: 202/302, 203/303,210/310, 214/314, 214/314, 219/503, 221/505, 225/509, 228/512, 229/513. no work at these units","","0","Brannan","6","St","221","2023-08-22T08:46:11.000","","2","3785","in-house","parcel_centroid","2023-09-01T23:55:00.000","Mission Bay","R-1,B,S-3","otc alterations permit","2023-08-22T08:18:26.000","8","2023-08-22T08:46:11.000","94107","1676489496854","N","1","673","artist live/work","{""coordinates"":[-122.400121821,37.775083233],""type"":""Point""}","filed"
"artist live/work","2023-08-22T08:46:11.000","202308224913","R-1,B,S-3","2023-09-02T04:14:29.000","revision to 201707283265 to reduce scope of work. delete work at lot# and unit#: 202/302, 203/303,210/310, 214/314, 214/314, 219/503, 221/505, 225/509, 228/512, 229/513. no work at these units","","0","Brannan","6","St","210","2023-08-22T08:46:11.000","","2","3785","in-house","parcel_centroid","2023-09-01T23:55:00.000","Mission Bay","R-1,B,S-3","otc alterations permit","2023-08-22T08:18:26.000","8","2023-08-22T08:46:11.000","94107","1676481496842","N","1","673","artist live/work","{""coordinates"":[-122.400121821,37.775083233],""type"":""Point""}","filed"
"artist live/work","2023-08-22T08:46:11.000","202308224913","R-1,B,S-3","2023-09-02T04:14:29.000","revision to 201707283265 to reduce scope of work. delete work at lot# and unit#: 202/302, 203/303,210/310, 214/314, 214/314, 219/503, 221/505, 225/509, 228/512, 229/513. no work at these units","","0","Brannan","6","St","202","2023-08-22T08:46:11.000","","2","3785","in-house","parcel_centroid","2023-09-01T23:55:00.000","Mission Bay","R-1,B,S-3","otc alterations permit","2023-08-22T08:18:26.000","8","2023-08-22T08:46:11.000","94107","1676506496833","N","1","673","artist live/work","{""coordinates"":[-122.400121821,37.775083233],""type"":""Point""}","filed"
"artist live/work","2023-08-22T08:46:11.000","202308224913","R-1,B,S-3","2023-09-02T04:14:29.000","revision to 201707283265 to reduce scope of work. delete work at lot# and unit#: 202/302, 203/303,210/310, 214/314, 214/314, 219/503, 221/505, 225/509, 228/512, 229/513. no work at these units","","0","Brannan","6","St","225","2023-08-22T08:46:11.000","","2","3785","in-house","parcel_centroid","2023-09-01T23:55:00.000","Mission Bay","R-1,B,S-3","otc alterations permit","2023-08-22T08:18:26.000","8","2023-08-22T08:46:11.000","94107","1676490496859","N","1","673","artist live/work","{""coordinates"":[-122.400121821,37.775083233],""type"":""Point""}","filed"
"artist live/work","2023-08-22T08:46:11.000","202308224913","R-1,B,S-3","2023-09-02T04:14:29.000","revision to 201707283265 to reduce scope of work. delete work at lot# and unit#: 202/302, 203/303,210/310, 214/314, 214/314, 219/503, 221/505, 225/509, 228/512, 229/513. no work at these units","","0","Brannan","6","St","219","2023-08-22T08:46:11.000","","2","3785","in-house","parcel_centroid","2023-09-01T23:55:00.000","Mission Bay","R-1,B,S-3","otc alterations permit","2023-08-22T08:18:26.000","8","2023-08-22T08:46:11.000","94107","1676483496852","N","1","673","artist live/work","{""coordinates"":[-122.400121821,37.775083233],""type"":""Point""}","filed"
"artist live/work","2023-08-22T08:46:11.000","202308224913","R-1,B,S-3","2023-09-02T04:14:29.000","revision to 201707283265 to reduce scope of work. delete work at lot# and unit#: 202/302, 203/303,210/310, 214/314, 214/314, 219/503, 221/505, 225/509, 228/512, 229/513. no work at these units","","0","Brannan","6","St","228","2023-08-22T08:46:11.000","","2","3785","in-house","parcel_centroid","2023-09-01T23:55:00.000","Mission Bay","R-1,B,S-3","otc alterations permit","2023-08-22T08:18:26.000","8","2023-08-22T08:46:11.000","94107","1676491496862","N","1","673","artist live/work","{""coordinates"":[-122.400121821,37.775083233],""type"":""Point""}","filed"
"artist live/work","2023-08-22T08:46:11.000","202308224913","R-1,B,S-3","2023-09-02T04:14:29.000","revision to 201707283265 to reduce scope of work. delete work at lot# and unit#: 202/302, 203/303,210/310, 214/314, 214/314, 219/503, 221/505, 225/509, 228/512, 229/513. no work at these units","","0","Brannan","6","St","221","2023-08-22T08:46:11.000","","2","3785","in-house","parcel_centroid","2023-09-01T23:55:00.000","Mission Bay","R-1,B,S-3","otc alterations permit","2023-08-22T08:18:26.000","8","2023-08-22T08:46:11.000","94107","1676488496854","N","1","673","artist live/work","{""coordinates"":[-122.400121821,37.775083233],""type"":""Point""}","filed"
"artist live/work","2023-08-22T08:46:11.000","202308224913","R-1,B,S-3","2023-09-02T04:14:29.000","revision to 201707283265 to reduce scope of work. delete work at lot# and unit#: 202/302, 203/303,210/310, 214/314, 214/314, 219/503, 221/505, 225/509, 228/512, 229/513. no work at these units","Y","0","Brannan","6","St","203","2023-08-22T08:46:11.000","","2","3785","in-house","parcel_centroid","2023-09-01T23:55:00.000","Mission Bay","R-1,B,S-3","otc alterations permit","2023-08-22T08:18:26.000","8","2023-08-22T08:46:11.000","94107","1676480496834","N","1","673","artist live/work","{""coordinates"":[-122.400121821,37.775083233],""type"":""Point""}","filed"
"2 family dwelling","2023-08-22T08:41:33.000","202308224912","R-3","2023-09-02T04:14:29.000","re-roofing: remove and replace roofing material / existing roofing material (in-kind)","Y","12000","Lomita","7","Av","033","2023-08-22T08:40:15.000","2023-08-22T08:41:33.000","0","1860B","website","parcel_centroid","2023-09-01T23:55:00.000","Inner Sunset","R-3","otc alterations permit","2023-08-22T08:40:17.000","8","2023-08-22T08:40:15.000","94122","1676478117615","N","12000","10","2 family dwelling","{""coordinates"":[-122.472530719,37.758849205],""type"":""Point""}","issued"
"2 family dwelling","2023-08-22T12:19:17.000","202308224940","R-3","2023-09-02T04:14:29.000","unit 14a havens: install new fireplace in living room, redirect vent type only, gas replacing (e) with new into (e) chimney","Y","8000","Havens","3","St","059","2023-08-22T11:35:07.000","2023-08-22T12:19:17.000","0","0097","in-house","parcel_centroid","2023-09-01T23:55:00.000","Russian Hill","R-3","otc alterations permit","2023-08-22T12:16:49.000","8","2023-08-22T00:00:00.000","94133","1676526288872","N","8000","14","2 family dwelling","{""coordinates"":[-122.417949188,37.799949534],""type"":""Point""}","issued"
"2 family dwelling","2023-08-23T11:12:19.000","202308224968","R-3","2023-09-02T04:14:29.000","rev to pa: 202306220649: removing and replacing sheet rock for all rooms on lower unit, reframing 5 feet wide rear exterior wall with new window to dry rot repairs. repair in kind. window: same size, same location, max u-factor 0.30.","Y","7000","Waller","5","St","012","2023-08-22T14:06:25.000","2023-08-23T11:12:19.000","0","1249","in-house","parcel_centroid","2023-09-01T23:55:00.000","Haight Ashbury","R-3","otc alterations permit","2023-08-23T11:05:25.000","8","2023-08-22T00:00:00.000","94117","167656093732","N","7000","1756","2 family dwelling","{""coordinates"":[-122.452638251,37.768536615],""type"":""Point""}","issued"
"2 family dwelling","2023-08-22T10:15:20.000","202308224921","R-3","2023-09-02T04:14:29.000","to comply with physical inspection report cc - 8619.","","500","Balboa","1","St","036","2023-08-22T09:11:10.000","2023-08-22T10:15:20.000","0","1602","in-house","parcel_centroid","2023-09-01T23:55:00.000","Outer Richmond","R-3","otc alterations permit","2023-08-22T10:12:34.000","8","2023-08-22T00:00:00.000","94121","1676510521608","N","500","4133","2 family dwelling","{""coordinates"":[-122.503270589,37.775194259],""type"":""Point""}","issued"
"1 family dwelling","2023-08-22T15:06:40.000","202308224974","R-3","2023-09-02T04:14:29.000","revision to 201905039676: 1st/f- new fl layout w/ relocation of 2 bedrooms & 2 bathrooms, new wet bar, remodel (e) stair. 2nd/f: change layout for new master bed suite","Y","0","Curtis","11","St","003","2023-08-22T15:06:40.000","","2","6463","in-house","parcel_centroid","2023-09-01T23:55:00.000","Excelsior","R-3","otc alterations permit","2023-08-22T15:12:11.000","8","2023-08-22T00:00:00.000","94112","1676566203714","N","1","10","1 family dwelling","{""coordinates"":[-122.440571623,37.714981041],""type"":""Point""}","filed"
"2 family dwelling","2023-08-22T11:38:43.000","202308224942","R-3,A-2","2023-09-02T04:14:29.000","to comply with nov 202286294. existing roof deck expansion.","","0","Union","2","St","001","2023-08-22T11:38:43.000","","2","0542","in-house","parcel_centroid","2023-09-01T23:55:00.000","Marina","R-3,A-2","otc alterations permit","2023-08-22T11:47:40.000","8","2023-08-22T00:00:00.000","94123","1676529496563","N","12000","1907","2 family dwelling","{""coordinates"":[-122.430708543,37.797534826],""type"":""Point""}","filed"
"apartments","2023-08-22T15:44:03.000","202308224970","R-2,M","2023-09-02T04:14:29.000","4/f unit 408: revision to permit 202307252889 to show furred walls along concrete wall near kitchen, living area and balcony. no exterior work.","Y","5000","Davis","3","Ct","014","2023-08-22T14:09:26.000","2023-08-22T15:44:03.000","2","0200","in-house","parcel_centroid","2023-09-01T23:55:00.000","Financial District/South Beach","R-2,M","otc alterations permit","2023-08-22T15:38:47.000","8","2023-08-22T00:00:00.000","94111","1676562491633","N","5000","440","apartments","{""coordinates"":[-122.397771188,37.79669694],""type"":""Point""}","issued"
"2 family dwelling","2023-08-22T12:40:29.000","202308224948","R-3","2023-09-02T04:14:29.000","add new door to/from primary bedroom to rear deck","Y","2000","Bryant","9","St","022","2023-08-22T12:06:24.000","2023-08-22T12:40:29.000","2","4267","in-house","parcel_centroid","2023-09-01T23:55:00.000","Mission","R-3","otc alterations permit","2023-08-22T12:39:11.000","8","2023-08-22T00:00:00.000","94110","1676535172798","N","2000","2665","2 family dwelling","{""coordinates"":[-122.40871151,37.751758996],""type"":""Point""}","issued"
"apartments","2023-08-22T11:59:57.000","202308224934","R-2","2023-09-02T04:14:29.000","siding replacement on left side of building like-for-like, scrape/sand/paint the rest of building.  no change to exterior","Y","40000","25th","8","St","010","2023-08-22T11:12:37.000","2023-08-22T11:59:57.000","0","6539","in-house","parcel_centroid","2023-09-01T23:55:00.000","Noe Valley","R-2","otc alterations permit","2023-08-22T11:55:20.000","8","2023-08-22T00:00:00.000","94114","1676520206796","N","40000","4236","apartments","{""coordinates"":[-122.434851955,37.749884845],""type"":""Point""}","issued"
"artist live/work","2023-08-22T08:13:06.000","202308224906","R-2,B,S-2","2023-09-02T04:14:29.000","revision to 201604013788 to reduce scope of work. delete work at lot# and unit#: 289/301, 292/304, 296/308, 298/310, 299,311, 301/313, 302/501","","1","Bluxome","6","St","298","2023-08-22T08:13:06.000","","2","3785","in-house","parcel_centroid","2023-09-01T23:55:00.000","Mission Bay","R-2,B,S-2","otc alterations permit","2023-08-22T10:04:23.000","8","2023-08-22T00:00:00.000","94107","1676471506930","N","1","178","artist live/work","{""coordinates"":[-122.400134696,37.77457959],""type"":""Point""}","filed"
"apartments","2023-08-22T16:00:03.000","202308224977","R-2","2023-09-02T04:14:29.000","3 bathroom remodels. bathroom 1: like to like shower. bathroom 2: like to like shower. bathroom 3: like to like tub to shower.","Y","68000","Bryant","9","St","113","2023-08-22T15:30:24.000","2023-08-22T16:00:03.000","0","4080","in-house","parcel_centroid","2023-09-01T23:55:00.000","Mission","R-2","otc alterations permit","2023-08-22T15:48:29.000","8","2023-08-22T00:00:00.000","94110","1676569494298","N","68000","2125","apartments","{""coordinates"":[-122.409573421,37.759796287],""type"":""Point""}","issued"
"1 family dwelling","2023-08-25T09:41:29.000","202308224909","R-3","2023-09-02T04:14:29.000","revision to approved pa# 201810314602, 202105170462, 202203150057.  change master bath and walking closet location at 3rd floor.","Y","1","28th","8","St","017","2023-08-22T08:30:20.000","2023-08-22T10:18:48.000","2","6603","in-house","parcel_centroid","2023-09-01T23:55:00.000","Noe Valley","R-3","otc alterations permit","2023-08-22T10:15:00.000","8","2023-08-22T00:00:00.000","94131","1676475208900","N","1","440","1 family dwelling","{""coordinates"":[-122.432386213,37.745206707],""type"":""Point""}","complete"
"apartments","2023-08-24T15:33:46.000","202308224924","R-2","2023-09-02T04:14:29.000","add non-bearing partitions to living room to create new office @ unit 2. relocate closet. no structural work. close off doorway to kitchen from hall. widen (e) doorway between kitchen and dining rm. no exterior work. kitchen & bath remodel under separate pa 202305268694.","Y","1500","Geary","1","Bl","004","2023-08-22T09:47:04.000","2023-08-24T15:33:46.000","2","1473","in-house","parcel_centroid","2023-09-01T23:55:00.000","Outer Richmond","R-2","otc alterations permit","2023-08-24T15:30:01.000","8","2023-08-22T00:00:00.000","94121","1676508411367","N","1500","7750","apartments","{""coordinates"":[-122.502723301,37.779810559],""type"":""Point""}","issued"
"1 family dwelling","2023-08-22T12:11:58.000","202308224946","R-3","2023-09-02T04:14:29.000","to obtai final inspection for work approved under pa#2019-0625-4401 & 2019-0409-7541. all work is complete.","Y","1","Carroll","10","Av","012","2023-08-22T12:02:18.000","2023-08-22T12:11:58.000","0","5426","in-house","parcel_centroid","2023-09-01T23:55:00.000","Bayview Hunters Point","R-3","otc alterations permit","2023-08-22T12:07:11.000","8","2023-08-22T00:00:00.000","94124","1676533182201","N","1","2042","1 family dwelling","{""coordinates"":[-122.401483077,37.72988242],""type"":""Point""}","issued"
"artist live/work","2023-08-22T08:13:06.000","202308224906","R-2,B,S-2","2023-09-02T04:14:29.000","revision to 201604013788 to reduce scope of work. delete work at lot# and unit#: 289/301, 292/304, 296/308, 298/310, 299,311, 301/313, 302/501","Y","1","Bluxome","6","St","289","2023-08-22T08:13:06.000","","2","3785","in-house","parcel_centroid","2023-09-01T23:55:00.000","Mission Bay","R-2,B,S-2","otc alterations permit","2023-08-22T10:04:23.000","8","2023-08-22T00:00:00.000","94107","1676466506939","N","1","178","artist live/work","{""coordinates"":[-122.400134696,37.77457959],""type"":""Point""}","filed"
"1 family dwelling","2023-08-22T11:44:31.000","202308224943","R-3","2023-09-02T04:14:29.000","to comply w/ nov # 202310229: non permitted space legalization. interior remodel - rooms at ground floor. adding bonus room, bathroom, utility closet.","Y","95000","Burrows","9","St","019","2023-08-22T11:44:31.000","","2","5972","in-house","parcel_centroid","2023-09-01T23:55:00.000","Portola","R-3","otc alterations permit","2023-08-23T10:50:13.000","8","2023-08-22T00:00:00.000","94134","1676530192921","N","40000","1152","1 family dwelling","{""coordinates"":[-122.415058207,37.726489922],""type"":""Point""}","filed"
"1 family dwelling","2023-08-22T14:00:22.000","202308224958","R-3","2023-09-02T04:14:29.000","remove and replace (e) wood siding with hardie siding. approx 1500 sq ft","Y","25000","28th","4","Av","008","2023-08-22T13:03:46.000","2023-08-22T14:00:22.000","0","2429","in-house","parcel_centroid","2023-09-01T23:55:00.000","Sunset/Parkside","R-3","otc alterations permit","2023-08-22T13:58:45.000","8","2023-08-22T00:00:00.000","94116","1676545135671","N","25000","2539","1 family dwelling","{""coordinates"":[-122.485479828,37.739989116],""type"":""Point""}","issued"
"artist live/work","2023-08-22T08:13:06.000","202308224906","R-2,B,S-2","2023-09-02T04:14:29.000","revision to 201604013788 to reduce scope of work. delete work at lot# and unit#: 289/301, 292/304, 296/308, 298/310, 299,311, 301/313, 302/501","","1","Bluxome","6","St","301","2023-08-22T08:13:06.000","","2","3785","in-house","parcel_centroid","2023-09-01T23:55:00.000","Mission Bay","R-2,B,S-2","otc alterations permit","2023-08-22T10:04:23.000","8","2023-08-22T00:00:00.000","94107","1676473506927","N","1","178","artist live/work","{""coordinates"":[-122.400134696,37.77457959],""type"":""Point""}","filed"
"1 family dwelling","2023-08-25T15:52:43.000","202308224937","R-3","2023-09-02T04:14:29.000","revision to pa# 202306210514. to document wall framing replacement at rear 1st fl & height change at property line 1-hr deck *","Y","500","Diamond","8","St","005","2023-08-22T11:24:49.000","2023-08-25T15:52:43.000","2","2805","in-house","parcel_centroid","2023-09-01T23:55:00.000","Noe Valley","R-3","otc alterations permit","2023-08-25T15:50:43.000","8","2023-08-22T00:00:00.000","94114","1676523144693","N","500","636","1 family dwelling","{""coordinates"":[-122.436677908,37.752228501],""type"":""Point""}","issued"
"2 family dwelling","2023-08-22T10:23:27.000","202308224927","R-3","2023-09-02T04:14:29.000","new full bathroom in bedroom 1.","Y","0","Beaver","8","St","126","2023-08-22T10:23:27.000","","2","3561","in-house","parcel_centroid","2023-09-01T23:55:00.000","Castro/Upper Market","R-3","otc alterations permit","2023-08-22T12:34:14.000","8","2023-08-22T00:00:00.000","94114","1676512512611","N","5000","14","2 family dwelling","{""coordinates"":[-122.433852367,37.76526088],""type"":""Point""}","filed"
"2 family dwelling","2023-08-22T11:39:44.000","202308224931","R-3","2023-09-02T04:14:29.000","reroofing, overlay (e) roof w/carlisle 60 mil, tpo roof system-12 squares, crrc-0628.0002, solar=0.79, thermal=0.9, sri=0.90","Y","12000","28th","4","Av","039","2023-08-22T10:47:58.000","2023-08-22T11:39:44.000","0","1873","in-house","parcel_centroid","2023-09-01T23:55:00.000","Sunset/Parkside","R-3","otc alterations permit","2023-08-22T11:35:19.000","8","2023-08-22T00:00:00.000","94122","1676517118282","N","10289","1586","2 family dwelling","{""coordinates"":[-122.486179514,37.757832894],""type"":""Point""}","issued"
"2 family dwelling","2023-08-24T14:51:57.000","202308224905","R-3","2023-09-02T04:14:29.000","2nd fl. kitchen remodel, 2 new bathrooms 3rd fl. kitchen remodel, 2 new bathrooms","","325000","21st","8","St","024","2023-08-22T08:07:37.000","2023-08-24T14:51:57.000","2","3603","in-house","parcel_centroid","2023-09-01T23:55:00.000","Castro/Upper Market","R-3","otc alterations permit","2023-08-24T14:44:02.000","8","2023-08-22T00:00:00.000","94114","1676465389673","N","150000","3880","2 family dwelling","{""coordinates"":[-122.434237827,37.756236177],""type"":""Point""}","issued"
"1 family dwelling","2023-08-22T10:56:47.000","202308224904","R-3","2023-09-02T04:14:29.000","kitchen remodel: replace (e)kitchen cabs, (e)island. install (n)countertops, sink, garbage disposal, faucet, new appliances. install (n)elec subpanel, upgrade (e)undergr 100amp to 200amp svc. rewire entire house: 4bedrms, living rm, kitchen, 3baths, ofc, lvg space, hall/garage, 5/8drywall for elec","Y","60000","Moraga","4","St","050","2023-08-22T08:01:36.000","2023-08-22T10:56:47.000","0","2002","in-house","parcel_centroid","2023-09-01T23:55:00.000","Sunset/Parkside","R-3","otc alterations permit","2023-08-22T10:47:24.000","8","2023-08-22T00:00:00.000","94122","1676463121335","N","60000","4125","1 family dwelling","{""coordinates"":[-122.507096839,37.754514356],""type"":""Point""}","issued"
"apartments","2023-08-22T13:42:42.000","202308224964","R-2","2023-09-02T04:14:29.000","provide (2) adu's within existing envelope at first floor habitable space.  adu's may expand into habitable space on the first floor provided that they do not exceed 25% of the gross area of such space.","Y","","04th","1","Av","043","2023-08-22T13:42:42.000","","1","1430","in-house","parcel_centroid","2023-09-01T23:55:00.000","Inner Richmond","R-2","additions alterations or repairs","2023-08-22T13:57:10.000","3","2023-08-22T00:00:00.000","94118","1676554414452","N","100000","216","apartments","{""coordinates"":[-122.462051879,37.78446969],""type"":""Point""}","filed"
"2 family dwelling","2023-08-22T14:00:20.000","202308224966","R-3","2023-09-02T04:14:29.000","condo conversion to comply with physical inspection report 8586 to show as-built conditions at basement storage area and electrical work.","","10000","Hayes","5","St","029","2023-08-22T14:00:20.000","","2","1208","in-house","parcel_centroid","2023-09-01T23:55:00.000","Lone Mountain/USF","R-3","otc alterations permit","2023-08-23T13:37:01.000","8","2023-08-22T00:00:00.000","94117","1676558368919","N","10000","1767","2 family dwelling","{""coordinates"":[-122.445426741,37.773737342],""type"":""Point""}","filed"
"office","2023-08-22T07:41:05.000","202308224900","B","2023-09-02T04:14:29.000","abe 201908125993. make modifications to provide an accessible business entrance per ordinance 51-16. provide new curb and concrete sidewalk that aligens with building entry.","Y","8000","24th","8","St","018","2023-08-22T07:41:05.000","","2","6507","in-house","parcel_centroid","2023-09-01T23:55:00.000","Noe Valley","B","otc alterations permit","2023-08-22T09:37:39.000","8","2023-08-22T00:00:00.000","94114","1676459205553","N","6000","4083","office","{""coordinates"":[-122.433588814,37.751078681],""type"":""Point""}","filed"
"1 family dwelling","2023-08-22T11:19:43.000","202308224935","R-3","2023-09-02T04:14:29.000","to comply with nov# 202307090. new rear deck.","Y","0","26th","4","Av","007","2023-08-22T11:19:43.000","","2","2063","in-house","parcel_centroid","2023-09-01T23:55:00.000","Sunset/Parkside","R-3","otc alterations permit","2023-08-22T11:28:23.000","8","2023-08-22T00:00:00.000","94122","1676521124058","N","8500","1839","1 family dwelling","{""coordinates"":[-122.484249301,37.753137042],""type"":""Point""}","filed"
"residential hotel","2023-08-22T09:15:41.000","202308224910","R-2,B,M","2023-09-02T04:14:29.000","unit #510 ""dwelling unit"": to comply with nov 202301376. retrofit one window in living room. install linoleum flooring (approx 400 sf). baseboard kitchen cabinets. bathroom vanity. toilet.","Y","25000","06th","6","St","010","2023-08-22T08:30:39.000","2023-08-22T09:15:41.000","0","3726","in-house","parcel_centroid","2023-09-01T23:55:00.000","South of Market","R-2,B,M","otc alterations permit","2023-08-22T09:13:42.000","8","2023-08-22T00:00:00.000","94103","1676476164851","N","5000","172","residential hotel","{""coordinates"":[-122.40779517,37.779830995],""type"":""Point""}","issued"
"artist live/work","2023-08-22T08:13:06.000","202308224906","R-2,B,S-2","2023-09-02T04:14:29.000","revision to 201604013788 to reduce scope of work. delete work at lot# and unit#: 289/301, 292/304, 296/308, 298/310, 299,311, 301/313, 302/501","","1","Bluxome","6","St","299","2023-08-22T08:13:06.000","","2","3785","in-house","parcel_centroid","2023-09-01T23:55:00.000","Mission Bay","R-2,B,S-2","otc alterations permit","2023-08-22T10:04:23.000","8","2023-08-22T00:00:00.000","94107","1676472506929","N","1","178","artist live/work","{""coordinates"":[-122.400134696,37.77457959],""type"":""Point""}","filed"
"apartments","2023-08-23T09:14:15.000","202308224911","R-2","2023-09-02T04:14:29.000","replace in kind bath tile(3 bathrooms) plumbing fixtures and finishes, cabinets face and counter tops, elec finishes, remove dry wall bed #1, convert bath into powder room","Y","120000","Mission","6","St","173","2023-08-22T08:33:02.000","2023-08-23T09:14:15.000","2","3719","in-house","parcel_centroid","2023-09-01T23:55:00.000","Financial District/South Beach","R-2","otc alterations permit","2023-08-23T09:11:43.000","8","2023-08-22T00:00:00.000","94105","1676477499549","N","100000","301","apartments","{""coordinates"":[-122.395921923,37.790543116],""type"":""Point""}","issued"
"1 family dwelling","2023-08-22T09:01:55.000","202308224918","R-3","2023-09-02T04:14:29.000","replace (e) wood retaining wall with new concrete retaining wall per plans.","Y","0","Oak Park","7","Dr","015","2023-08-22T09:01:55.000","","2","2679","in-house","parcel_centroid","2023-09-01T23:55:00.000","Inner Sunset","R-3","otc alterations permit","2023-08-22T09:21:50.000","8","2023-08-22T00:00:00.000","94131","1676486141540","N","22000","267","1 family dwelling","{""coordinates"":[-122.4572409,37.754145893],""type"":""Point""}","filed"
"2 family dwelling","2023-08-22T14:10:30.000","202308224963","R-3","2023-09-02T04:14:29.000","replace rotten supports for the rear deck in kind. secure some loose steps on the stairway. repair in kind less than 50%.","Y","2500","Bryant","9","St","022","2023-08-22T13:28:14.000","2023-08-22T14:10:30.000","0","4267","in-house","parcel_centroid","2023-09-01T23:55:00.000","Mission","R-3","otc alterations permit","2023-08-22T14:08:41.000","8","2023-08-22T00:00:00.000","94110","1676552172798","N","2500","2665","2 family dwelling","{""coordinates"":[-122.40871151,37.751758996],""type"":""Point""}","issued"
"apartments","2023-08-22T11:43:47.000","202308224928","R-2","2023-09-02T04:14:29.000","bathroom remodel in kind. replace toilet, sink, shower fixtures. no moving walls, no layout changes.","Y","20552","Uranus","8","Tr","024","2023-08-22T10:31:28.000","2023-08-22T11:43:47.000","0","2654","in-house","parcel_centroid","2023-09-01T23:55:00.000","Castro/Upper Market","R-2","otc alterations permit","2023-08-22T11:40:58.000","8","2023-08-22T00:00:00.000","94114","1676514268401","N","5000","75","apartments","{""coordinates"":[-122.445144266,37.760939468],""type"":""Point""}","issued"
"retail sales","2023-08-22T09:13:26.000","202308224903","A-2,M","2023-09-02T04:14:29.000","voluntary fa-provide a modification of the (e) fire alarm system tenant improvement project","Y","12973","Beach","2","St","003","2023-08-22T07:48:25.000","2023-08-22T09:13:26.000","2","0452","in-house","parcel_centroid","2023-09-01T23:55:00.000","Russian Hill","A-2,M","otc alterations permit","2023-08-22T09:08:50.000","8","2023-08-22T00:00:00.000","94109","1676462466849","N","12697","851","retail sales","{""coordinates"":[-122.422925182,37.805857924],""type"":""Point""}","issued"
"artist live/work","2023-08-22T08:13:06.000","202308224906","R-2,B,S-2","2023-09-02T04:14:29.000","revision to 201604013788 to reduce scope of work. delete work at lot# and unit#: 289/301, 292/304, 296/308, 298/310, 299,311, 301/313, 302/501","","1","Bluxome","6","St","302","2023-08-22T08:13:06.000","","2","3785","in-house","parcel_centroid","2023-09-01T23:55:00.000","Mission Bay","R-2,B,S-2","otc alterations permit","2023-08-22T10:04:23.000","8","2023-08-22T00:00:00.000","94107","1676474506947","N","1","178","artist live/work","{""coordinates"":[-122.400134696,37.77457959],""type"":""Point""}","filed"
